set	path	rc	ms_parallel8	bytes	lines	err
testdata	tsc/testdata/fixtures/compiler/transformers/module/esnextAnd2015.ts	0	69	18606	3981	
testdata	tsc/testdata/fixtures/compiler/transformers/module/impliedNodeFormatDependent.ts	0	43	3725	1014	
testdata	tsc/testdata/fixtures/compiler/transformers/module/module.ts	0	85	111460	19658	
testdata	tsc/testdata/fixtures/compiler/transformers/module/system.ts	0	70	85159	14293	
testdata	tsc/testdata/fixtures/compiler/transformers/namedEvaluation.ts	0	43	22186	5309	
testdata	tsc/testdata/fixtures/compiler/transformers/taggedTemplate.ts	0	24	5424	1633	
testdata	tsc/testdata/fixtures/compiler/transformers/ts.ts	0	74	116394	21088	
testdata	tsc/testdata/fixtures/compiler/transformers/typeSerializer.ts	0	40	28796	5475	
testdata	tsc/testdata/fixtures/compiler/transformers/utilities.ts	0	43	35618	10071	
testdata	tsc/testdata/fixtures/compiler/tsbuild.ts	0	52	5322	816	
testdata	tsc/testdata/fixtures/compiler/tsbuildPublic.ts	0	108	114409	35255	
testdata	tsc/testdata/fixtures/compiler/types.ts	0	194	487842	92625	
testdata	tsc/testdata/fixtures/compiler/utilities.ts	0	292	512951	153977	
testdata	tsc/testdata/fixtures/compiler/utilitiesPublic.ts	0	78	103769	32738	
testdata	tsc/testdata/fixtures/compiler/visitorPublic.ts	0	138	88048	34034	
testdata	tsc/testdata/fixtures/compiler/watch.ts	0	40	45654	14716	
testdata	tsc/testdata/fixtures/compiler/watchPublic.ts	0	41	60845	12693	
testdata	tsc/testdata/fixtures/compiler/watchUtilities.ts	0	33	34758	9198	
testdata	tsc/testdata/fixtures/lib/dom.generated.d.ts	0	600	2348669	259484	
testdata	tsc/testdata/fixtures/services/mapCode.ts	0	30	9772	3757	
testdata	tsc/testdata/fixtures/testcases/compiler/jsxComplexSignatureHasApplicabilityError.tsx	0	114	19275	3383	
testdata	tsc/testdata/tests/cases/compiler/2dArrays.ts	0	75	255	125	
testdata	tsc/testdata/tests/cases/compiler/APILibCheck.ts	0	82	979	163	
testdata	tsc/testdata/tests/cases/compiler/APISample_Watch.ts	0	46	3728	565	
testdata	tsc/testdata/tests/cases/compiler/APISample_WatchWithDefaults.ts	0	21	2742	337	
testdata	tsc/testdata/tests/cases/compiler/APISample_WatchWithOwnWatchHost.ts	0	22	2428	495	
testdata	tsc/testdata/tests/cases/compiler/APISample_compile.ts	0	28	1691	457	
testdata	tsc/testdata/tests/cases/compiler/APISample_jsdoc.ts	0	22	4095	1215	
testdata	tsc/testdata/tests/cases/compiler/APISample_linter.ts	0	21	2976	739	
testdata	tsc/testdata/tests/cases/compiler/APISample_parseConfig.ts	0	32	1535	369	
testdata	tsc/testdata/tests/cases/compiler/APISample_transform.ts	0	128	831	135	
testdata	tsc/testdata/tests/cases/compiler/APISample_watcher.ts	0	168	4666	1307	
testdata	tsc/testdata/tests/cases/compiler/ArrowFunctionExpression1.ts	0	149	53	29	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration10.ts	0	143	81	25	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration11.ts	0	100	65	26	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration13.ts	0	96	76	29	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration14.ts	0	38	81	25	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration15.ts	0	28	84	28	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration21.ts	0	23	74	26	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration22.ts	0	24	82	30	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration24.ts	0	17	34	10	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration25.ts	0	20	159	84	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration26.ts	0	16	119	39	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration8.ts	0	19	50	16	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclaration9.ts	0	23	62	19	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclarationWithInvalidConstOnPropertyDeclaration.ts	0	19	67	20	
testdata	tsc/testdata/tests/cases/compiler/ClassDeclarationWithInvalidConstOnPropertyDeclaration2.ts	0	16	75	22	
testdata	tsc/testdata/tests/cases/compiler/DeclarationErrorsNoEmitOnError.ts	0	20	154	41	
testdata	tsc/testdata/tests/cases/compiler/ExportAssignment7.ts	0	14	76	18	
testdata	tsc/testdata/tests/cases/compiler/ExportAssignment8.ts	0	17	76	18	
testdata	tsc/testdata/tests/cases/compiler/FunctionDeclaration3.ts	0	26	34	10	
testdata	tsc/testdata/tests/cases/compiler/FunctionDeclaration4.ts	0	23	55	20	
testdata	tsc/testdata/tests/cases/compiler/FunctionDeclaration6.ts	0	15	69	19	
testdata	tsc/testdata/tests/cases/compiler/FunctionDeclaration7.ts	0	27	56	18	
testdata	tsc/testdata/tests/cases/compiler/InterfaceDeclaration8.ts	0	39	41	10	
testdata	tsc/testdata/tests/cases/compiler/MemberAccessorDeclaration15.ts	0	20	66	32	
testdata	tsc/testdata/tests/cases/compiler/ParameterList13.ts	0	20	57	20	
testdata	tsc/testdata/tests/cases/compiler/ParameterList4.ts	0	25	45	21	
testdata	tsc/testdata/tests/cases/compiler/ParameterList5.ts	0	12	54	28	
testdata	tsc/testdata/tests/cases/compiler/ParameterList6.ts	0	19	76	39	
testdata	tsc/testdata/tests/cases/compiler/ParameterList7.ts	0	20	156	69	
testdata	tsc/testdata/tests/cases/compiler/ParameterList8.ts	0	25	165	66	
testdata	tsc/testdata/tests/cases/compiler/SystemModuleForStatementNoInitializer.ts	0	86	192	73	
testdata	tsc/testdata/tests/cases/compiler/TransportStream.ts	0	28	589	45	
testdata	tsc/testdata/tests/cases/compiler/abstractClassInLocalScope.ts	0	72	117	50	
testdata	tsc/testdata/tests/cases/compiler/abstractClassInLocalScopeIsAbstract.ts	0	92	115	55	
testdata	tsc/testdata/tests/cases/compiler/abstractClassUnionInstantiation.ts	0	88	755	359	
testdata	tsc/testdata/tests/cases/compiler/abstractIdentifierNameStrict.ts	0	76	102	41	
testdata	tsc/testdata/tests/cases/compiler/abstractInterfaceIdentifierName.ts	0	58	65	20	
testdata	tsc/testdata/tests/cases/compiler/abstractPropertyBasics.ts	0	19	508	193	
testdata	tsc/testdata/tests/cases/compiler/abstractPropertyInConstructor.ts	0	18	2172	1019	
testdata	tsc/testdata/tests/cases/compiler/abstractPropertyNegative.ts	0	36	1147	364	
testdata	tsc/testdata/tests/cases/compiler/acceptSymbolAsWeakType.ts	0	17	366	365	
testdata	tsc/testdata/tests/cases/compiler/acceptableAlias1.ts	0	14	114	37	
testdata	tsc/testdata/tests/cases/compiler/accessInstanceMemberFromStaticMethod01.ts	0	18	101	39	
testdata	tsc/testdata/tests/cases/compiler/accessOverriddenBaseClassMember1.ts	0	19	397	240	
testdata	tsc/testdata/tests/cases/compiler/accessStaticMemberFromInstanceMethod01.ts	0	17	101	39	
testdata	tsc/testdata/tests/cases/compiler/accessorAccidentalCallDiagnostic.ts	0	22	204	74	
testdata	tsc/testdata/tests/cases/compiler/accessorBodyInTypeContext.ts	0	23	202	95	
testdata	tsc/testdata/tests/cases/compiler/accessorDeclarationEmitJs.ts	0	29	403	127	
testdata	tsc/testdata/tests/cases/compiler/accessorDeclarationEmitVisibilityErrors.ts	0	29	114	37	
testdata	tsc/testdata/tests/cases/compiler/accessorDeclarationOrder.ts	0	40	431	209	
testdata	tsc/testdata/tests/cases/compiler/accessorInAmbientContextES5.ts	0	105	678	131	
testdata	tsc/testdata/tests/cases/compiler/accessorInferredReturnTypeErrorInReturnStatement.ts	0	94	211	51	
testdata	tsc/testdata/tests/cases/compiler/accessorParameterAccessibilityModifier.ts	0	56	116	48	
testdata	tsc/testdata/tests/cases/compiler/accessorWithInitializer.ts	0	73	110	48	
testdata	tsc/testdata/tests/cases/compiler/accessorWithLineTerminator.ts	0	89	96	51	
testdata	tsc/testdata/tests/cases/compiler/accessorWithRestParam.ts	0	64	108	44	
testdata	tsc/testdata/tests/cases/compiler/accessorWithoutBody1.ts	0	38	65	21	
testdata	tsc/testdata/tests/cases/compiler/accessorWithoutBody2.ts	0	29	66	25	
testdata	tsc/testdata/tests/cases/compiler/accessorsEmit.ts	0	51	244	87	
testdata	tsc/testdata/tests/cases/compiler/accessorsInAmbientContext.ts	0	32	325	159	
testdata	tsc/testdata/tests/cases/compiler/accessors_spec_section-4.5_error-cases.ts	0	32	575	196	
testdata	tsc/testdata/tests/cases/compiler/accessors_spec_section-4.5_inference.ts	0	32	929	302	
testdata	tsc/testdata/tests/cases/compiler/addMoreCallSignaturesToBaseSignature.ts	0	20	152	72	
testdata	tsc/testdata/tests/cases/compiler/addMoreCallSignaturesToBaseSignature2.ts	0	31	161	85	
testdata	tsc/testdata/tests/cases/compiler/addMoreOverloadsToBaseSignature.ts	0	24	121	49	
testdata	tsc/testdata/tests/cases/compiler/aliasAssignments.ts	0	43	329	83	
testdata	tsc/testdata/tests/cases/compiler/aliasBug.ts	0	31	429	164	
testdata	tsc/testdata/tests/cases/compiler/aliasDoesNotDuplicateSignatures.ts	0	42	366	101	
testdata	tsc/testdata/tests/cases/compiler/aliasErrors.ts	0	21	533	213	
testdata	tsc/testdata/tests/cases/compiler/aliasInaccessibleModule.ts	0	36	111	29	
testdata	tsc/testdata/tests/cases/compiler/aliasInaccessibleModule2.ts	0	25	170	42	
testdata	tsc/testdata/tests/cases/compiler/aliasInstantiationExpressionGenericIntersectionNoCrash1.ts	0	35	212	112	
testdata	tsc/testdata/tests/cases/compiler/aliasInstantiationExpressionGenericIntersectionNoCrash2.ts	0	48	271	152	
testdata	tsc/testdata/tests/cases/compiler/aliasOfGenericFunctionWithRestBehavedSameAsUnaliased.ts	0	54	1197	550	
testdata	tsc/testdata/tests/cases/compiler/aliasOnMergedModuleInterface.ts	0	44	543	163	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInAccessorsOfClass.ts	0	31	693	168	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInArray.ts	0	20	674	149	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInFunctionExpression.ts	0	29	728	157	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInGenericFunction.ts	0	36	811	217	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInIndexerOfClass.ts	0	28	797	155	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInObjectLiteral.ts	0	30	808	220	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInOrExpression.ts	0	26	984	294	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInTypeArgumentOfExtendsClause.ts	0	25	843	153	
testdata	tsc/testdata/tests/cases/compiler/aliasUsageInVarAssignment.ts	0	16	694	133	
testdata	tsc/testdata/tests/cases/compiler/aliasUsedAsNameValue.ts	0	32	557	115	
testdata	tsc/testdata/tests/cases/compiler/aliasWithInterfaceExportAssignmentUsedInVarInitializer.ts	0	26	344	56	
testdata	tsc/testdata/tests/cases/compiler/aliasesInSystemModule1.ts	0	42	350	164	
testdata	tsc/testdata/tests/cases/compiler/aliasesInSystemModule2.ts	0	29	343	168	
testdata	tsc/testdata/tests/cases/compiler/allowImportClausesToMergeWithTypes.ts	0	30	431	169	
testdata	tsc/testdata/tests/cases/compiler/allowJsClassThisTypeCrash.ts	0	30	180	63	
testdata	tsc/testdata/tests/cases/compiler/allowJsCrossMonorepoPackage.ts	0	35	970	251	
testdata	tsc/testdata/tests/cases/compiler/allowJscheckJsTypeParameterNoCrash.ts	0	44	551	191	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports1.ts	0	61	234	58	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports10.ts	0	40	271	94	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports2.ts	0	22	190	56	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports3.ts	0	36	231	58	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports4.ts	0	29	234	58	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports5.ts	0	27	192	56	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports6.ts	0	22	233	58	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports7.ts	0	28	214	80	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports8.ts	0	38	255	82	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports9.ts	0	19	217	78	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImports9_promoted.ts	0	21	256	82	
testdata	tsc/testdata/tests/cases/compiler/allowSyntheticDefaultImportsCanPaintCrossModuleDeclaration.ts	0	19	331	89	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrict.ts	0	16	83	26	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictAlreadyUseStrict.ts	0	15	92	32	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictES6.ts	0	25	80	26	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule.ts	0	32	139	38	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule2.ts	0	15	254	73	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule3.ts	0	28	106	19	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule4.ts	0	28	109	19	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule5.ts	0	18	84	17	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictModule6.ts	0	44	114	19	
testdata	tsc/testdata/tests/cases/compiler/alwaysStrictNoImplicitUseStrict.ts	0	25	169	40	
testdata	tsc/testdata/tests/cases/compiler/ambientClassDeclarationWithExtends.ts	0	24	503	165	
testdata	tsc/testdata/tests/cases/compiler/ambientClassDeclaredBeforeBase.ts	0	128	130	33	
testdata	tsc/testdata/tests/cases/compiler/ambientClassMergesOverloadsWithInterface.ts	0	33	149	77	
testdata	tsc/testdata/tests/cases/compiler/ambientClassOverloadForFunction.ts	0	111	94	33	
testdata	tsc/testdata/tests/cases/compiler/ambientConstLiterals.ts	0	66	501	376	
testdata	tsc/testdata/tests/cases/compiler/ambientEnum1.ts	0	126	170	41	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer1.ts	0	123	47	18	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer2.ts	0	121	60	22	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer3.ts	0	81	60	20	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer4.ts	0	23	49	18	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer5.ts	0	19	50	20	
testdata	tsc/testdata/tests/cases/compiler/ambientEnumElementInitializer6.ts	0	16	80	24	
testdata	tsc/testdata/tests/cases/compiler/ambientErrors1.ts	0	13	37	16	
testdata	tsc/testdata/tests/cases/compiler/ambientExportDefaultErrors.ts	0	12	694	113	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleInAnotherExternalModule.ts	0	22	211	59	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleReopen.ts	0	22	110	45	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleWithInternalImportDeclaration.ts	0	25	466	96	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleWithRelativeExternalImportDeclaration.ts	0	36	277	75	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleWithRelativeModuleName.ts	0	10	141	49	
testdata	tsc/testdata/tests/cases/compiler/ambientExternalModuleWithoutInternalImportDeclaration.ts	0	17	456	90	
testdata	tsc/testdata/tests/cases/compiler/ambientFundule.ts	0	16	115	42	
testdata	tsc/testdata/tests/cases/compiler/ambientGetters.ts	0	46	131	49	
testdata	tsc/testdata/tests/cases/compiler/ambientModuleExports.ts	0	25	298	178	
testdata	tsc/testdata/tests/cases/compiler/ambientModuleWithClassDeclarationWithExtends.ts	0	15	90	31	
testdata	tsc/testdata/tests/cases/compiler/ambientModuleWithTemplateLiterals.ts	0	15	327	173	
testdata	tsc/testdata/tests/cases/compiler/ambientModules.ts	0	19	107	44	
testdata	tsc/testdata/tests/cases/compiler/ambientNameRestrictions.ts	0	27	82	25	
testdata	tsc/testdata/tests/cases/compiler/ambientPropertyDeclarationInJs.ts	0	19	231	75	
testdata	tsc/testdata/tests/cases/compiler/ambientRequireFunction.ts	0	14	381	123	
testdata	tsc/testdata/tests/cases/compiler/ambientStatement1.ts	0	43	113	35	
testdata	tsc/testdata/tests/cases/compiler/ambientWithStatements.ts	0	19	498	122	
testdata	tsc/testdata/tests/cases/compiler/ambiguousCallsWhereReturnTypesAgree.ts	0	58	613	356	
testdata	tsc/testdata/tests/cases/compiler/ambiguousGenericAssertion1.ts	0	27	227	129	
testdata	tsc/testdata/tests/cases/compiler/ambiguousOverload.ts	0	24	434	297	
testdata	tsc/testdata/tests/cases/compiler/ambiguousOverloadResolution.ts	0	29	223	138	
testdata	tsc/testdata/tests/cases/compiler/amdDeclarationEmitNoExtraDeclare.ts	0	26	542	185	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyComment1.ts	0	23	110	35	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyComment2.ts	0	23	105	35	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyCommentName1.ts	0	18	114	35	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyCommentName2.ts	0	17	109	35	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyCommentName3.ts	0	29	182	39	
testdata	tsc/testdata/tests/cases/compiler/amdDependencyCommentName4.ts	0	21	456	107	
testdata	tsc/testdata/tests/cases/compiler/amdLikeInputDeclarationEmit.ts	0	19	996	279	
testdata	tsc/testdata/tests/cases/compiler/amdModuleBundleNoDuplicateDeclarationEmitComments.ts	0	27	274	35	
testdata	tsc/testdata/tests/cases/compiler/amdModuleConstEnumUsage.ts	0	29	343	94	
testdata	tsc/testdata/tests/cases/compiler/amdModuleName1.ts	0	26	159	48	
testdata	tsc/testdata/tests/cases/compiler/amdModuleName2.ts	0	32	204	50	
testdata	tsc/testdata/tests/cases/compiler/anonClassDeclarationEmitIsAnon.ts	0	30	748	244	
testdata	tsc/testdata/tests/cases/compiler/anonterface.ts	0	44	235	166	
testdata	tsc/testdata/tests/cases/compiler/anonymousClassDeclarationDoesntPrintWithReadonly.ts	0	39	184	62	
testdata	tsc/testdata/tests/cases/compiler/anonymousClassDecoratorEs2022.ts	0	20	59	23	
testdata	tsc/testdata/tests/cases/compiler/anonymousClassExpression1.ts	0	16	81	35	
testdata	tsc/testdata/tests/cases/compiler/anonymousClassExpression2.ts	0	21	416	71	
testdata	tsc/testdata/tests/cases/compiler/anonymousModules.ts	0	9	143	55	
testdata	tsc/testdata/tests/cases/compiler/anyAndUnknownHaveFalsyComponents.ts	0	34	454	211	
testdata	tsc/testdata/tests/cases/compiler/anyAsReturnTypeForNewOnCall.ts	0	21	135	98	
testdata	tsc/testdata/tests/cases/compiler/anyDeclare.ts	0	44	104	41	
testdata	tsc/testdata/tests/cases/compiler/anyIdenticalToItself.ts	0	21	218	125	
testdata	tsc/testdata/tests/cases/compiler/anyIndexedAccessArrayNoException.ts	0	29	37	18	
testdata	tsc/testdata/tests/cases/compiler/anyInferenceAnonymousFunctions.ts	0	30	317	309	
testdata	tsc/testdata/tests/cases/compiler/anyIsAssignableToObject.ts	0	27	137	39	
testdata	tsc/testdata/tests/cases/compiler/anyIsAssignableToVoid.ts	0	14	142	39	
testdata	tsc/testdata/tests/cases/compiler/anyMappedTypesError.ts	0	15	73	24	
testdata	tsc/testdata/tests/cases/compiler/anyPlusAny1.ts	0	32	66	50	
testdata	tsc/testdata/tests/cases/compiler/argsInScope.ts	0	33	232	139	
testdata	tsc/testdata/tests/cases/compiler/arguments.ts	0	23	348	169	
testdata	tsc/testdata/tests/cases/compiler/argumentsAsPropertyName.ts	0	15	405	204	
testdata	tsc/testdata/tests/cases/compiler/argumentsAsPropertyName2.ts	0	26	277	142	
testdata	tsc/testdata/tests/cases/compiler/argumentsBindsToFunctionScopeArgumentList.ts	0	25	219	47	
testdata	tsc/testdata/tests/cases/compiler/argumentsObjectCreatesRestForJs.ts	0	29	469	219	
